City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
364,Aykhal,RU,66.0,111.5,46.4,75,53,6.71,broken clouds
365,Vila Franca Do Campo,PT,37.72,-25.43,64.4,77,40,4.7,scattered clouds
366,Hovd,MN,48.01,91.64,65.64,36,100,3.71,overcast clouds
367,Juneau,US,58.3,-134.42,64.4,55,75,9.17,broken clouds
368,Moree,AU,-29.47,149.85,60.8,44,0,20.8,clear sky
369,Kishtwar,IN,33.32,75.77,68.23,67,96,1.39,overcast clouds
370,Airai,TL,-8.93,125.41,76.55,29,3,3.49,clear sky
371,Luganville,VU,-15.53,167.17,82.4,83,75,9.17,broken clouds
372,Ust-Kulom,RU,61.69,53.69,54.19,93,100,9.53,overcast clouds
373,Inhambane,MZ,-23.86,35.38,64.36,75,56,9.26,broken clouds
374,Belle Fourche,US,44.67,-103.85,84.0,41,1,5.82,haze
375,Klaksvik,FO,62.23,-6.59,51.8,76,100,12.75,light rain
376,Balingasay,PH,16.36,119.86,80.82,81,100,4.79,overcast clouds
377,Jaguaribe,BR,-5.89,-38.62,72.16,74,32,5.48,scattered clouds
378,Aguimes,ES,27.91,-15.45,73.4,56,0,13.87,clear sky
379,Lloret De Mar,ES,41.7,2.85,77.0,75,0,1.99,clear sky
380,Deer Lake,CA,49.17,-57.43,57.2,87,40,3.36,scattered clouds
381,Khatanga,RU,71.97,102.5,55.67,54,35,10.51,scattered clouds
382,Malartic,CA,48.13,-78.13,51.8,87,5,3.36,clear sky
383,Ambon,ID,-3.7,128.18,84.2,70,40,5.82,scattered clouds
384,Natal,BR,-5.79,-35.21,73.4,88,100,5.82,overcast clouds
385,Sur,OM,22.57,59.53,85.64,63,76,1.3,broken clouds
386,Sungaipenuh,ID,-2.08,101.38,73.0,80,99,2.93,overcast clouds
387,Ahipara,NZ,-35.17,173.17,63.36,73,0,17.65,clear sky
388,Kajaani,FI,64.23,27.73,59.0,93,0,5.82,light rain
389,Klyuchi,RU,52.27,79.17,62.01,47,0,12.15,clear sky
390,Puksoozero,RU,62.59,40.61,39.54,88,7,1.9,clear sky
391,Pascagoula,US,30.37,-88.56,80.6,78,20,4.7,few clouds
392,Ossora,RU,59.24,163.07,53.53,84,100,22.44,light rain
393,Doha,QA,25.29,51.53,89.6,75,47,5.82,scattered clouds
394,Te Anau,NZ,-45.42,167.72,51.08,77,100,1.77,overcast clouds
395,Eyrarbakki,IS,63.86,-21.15,48.2,93,90,8.05,mist
396,Pemangkat,ID,1.17,108.97,82.56,72,95,3.51,overcast clouds
397,Taua,BR,-5.97,-40.3,75.79,43,88,7.4,overcast clouds
398,Baykit,RU,61.67,96.37,55.67,87,100,2.73,moderate rain
399,Berlevag,NO,70.86,29.09,50.68,87,96,11.25,overcast clouds
400,Qaqortoq,GL,60.72,-46.03,50.0,66,18,4.7,few clouds
401,Lahaina,US,20.88,-156.68,86.0,58,40,23.04,scattered clouds
402,Pangai,TO,-19.8,-174.35,82.4,78,75,8.05,broken clouds
403,Vestmannaeyjar,IS,63.44,-20.27,48.61,82,100,14.38,light rain
404,Leh,IN,34.17,77.58,58.98,38,43,5.88,scattered clouds
405,Biltine,TD,14.53,20.92,75.65,77,100,2.28,overcast clouds
406,Mackenzie,CA,55.3,-123.17,69.8,30,1,5.82,clear sky
407,Mendoza,AR,-32.89,-68.83,35.6,47,0,1.9,clear sky
408,Saint-Francois,FR,46.42,3.91,63.0,82,0,2.24,clear sky
409,Umm Kaddadah,SD,13.6,26.69,75.45,74,43,11.21,moderate rain
410,Zacatecas,MX,23.0,-103.0,60.8,82,90,5.88,light rain
411,Blagoyevo,RU,63.37,47.92,47.93,82,99,9.48,overcast clouds
412,Nurota,UZ,40.56,65.69,60.8,23,0,4.7,clear sky
413,Hit,IQ,33.64,42.83,82.18,23,0,12.59,clear sky
414,Capinzal,BR,-27.34,-51.61,54.25,92,100,2.86,overcast clouds
415,Mao,ES,39.89,4.27,75.2,88,0,6.93,clear sky
416,Uige,AO,-7.61,15.06,65.07,92,96,2.59,overcast clouds
417,Alihe,CN,50.57,123.72,68.41,41,0,6.62,clear sky
418,Provideniya,RU,64.38,-173.3,60.8,63,40,13.42,scattered clouds
419,Sarakhs,IR,36.54,61.16,66.2,42,0,2.24,clear sky
420,Derzhavinsk,KZ,51.1,66.32,52.83,61,0,13.33,clear sky
421,Severnoye,RU,56.35,78.36,52.07,92,1,11.61,clear sky
422,Adet,ET,11.26,37.49,56.35,86,52,2.62,light rain
423,Faya,SA,18.39,42.45,69.8,56,66,3.67,broken clouds
424,Galdar,ES,28.15,-15.65,73.4,56,0,13.87,clear sky
425,Mehamn,NO,71.04,27.85,49.78,86,98,13.58,overcast clouds
426,Levin,NZ,-40.63,175.28,64.0,69,100,4.0,light rain
427,Charters Towers,AU,-20.1,146.27,78.01,20,32,13.78,scattered clouds
428,Sao Felix Do Xingu,BR,-6.64,-51.99,78.39,47,19,1.45,few clouds
429,Angangueo,MX,19.62,-100.29,61.0,98,100,1.01,moderate rain
430,Lasa,IT,46.62,10.7,59.0,87,40,3.36,scattered clouds
431,Lano,NG,10.17,11.47,73.71,89,100,5.28,light rain
432,Sechura,PE,-5.56,-80.82,62.17,79,100,14.99,overcast clouds
433,Hobyo,SO,5.35,48.53,76.93,81,96,16.71,overcast clouds
434,Kifri,IQ,34.7,44.97,73.9,24,0,2.06,clear sky
435,Vila Do Maio,CV,15.13,-23.22,78.8,74,20,12.75,few clouds
436,Chuy,UY,-33.7,-53.46,41.36,80,3,9.44,clear sky
437,Ankang,CN,32.68,109.02,75.25,85,100,1.32,light rain
438,Liverpool,GB,53.41,-2.98,66.2,72,100,21.92,overcast clouds
439,Ganzhou,CN,28.82,115.43,90.12,63,64,3.0,light rain
440,Luancheng,CN,37.88,114.65,75.2,73,100,6.71,light rain
441,Goianapolis,BR,-16.51,-49.02,73.4,64,41,4.7,scattered clouds
442,Ust-Kan,RU,50.93,84.76,57.97,53,0,8.43,clear sky
443,Vryburg,ZA,-26.96,24.73,30.06,87,0,4.92,clear sky
444,Kununurra,AU,-15.77,128.73,86.0,15,0,6.93,clear sky
445,Los Llanos De Aridane,ES,28.66,-17.92,71.01,83,0,6.93,clear sky
446,Egvekinot,RU,66.32,-179.17,52.29,59,82,7.87,broken clouds
447,Ola,RU,59.58,151.28,55.26,84,100,22.3,light rain
448,Jatiroto,ID,-7.88,111.12,78.8,74,23,6.93,few clouds
449,Vitim,RU,59.45,112.56,72.48,36,0,2.42,clear sky
450,Agirish,RU,61.92,63.02,52.72,100,100,4.61,moderate rain
451,Itaituba,BR,-4.28,-55.98,84.76,46,56,2.84,broken clouds
452,Jacmel,HT,18.23,-72.53,86.0,62,40,19.46,scattered clouds
453,Canutama,BR,-6.53,-64.38,83.77,47,0,2.39,clear sky
454,Deputatskiy,RU,69.3,139.9,38.34,76,96,8.95,overcast clouds
455,Penzance,GB,50.12,-5.54,60.8,77,0,25.28,clear sky
456,Verkhnyaya Inta,RU,65.98,60.31,51.73,90,1,6.67,clear sky
457,Okha,RU,53.57,142.95,59.77,68,16,24.18,few clouds
458,Denpasar,ID,-8.65,115.22,80.6,94,75,17.22,broken clouds
459,Bafra,TR,41.57,35.91,60.8,87,0,2.24,clear sky
460,Batagay,RU,67.63,134.63,49.71,49,15,9.31,few clouds
461,Udachnyy,RU,66.42,112.4,46.4,75,0,6.71,clear sky
462,Colares,PT,38.8,-9.45,70.0,88,4,8.01,clear sky
463,Ullapool,GB,57.9,-5.16,62.01,85,100,13.0,overcast clouds
464,Nabire,ID,-3.37,135.48,84.56,69,1,4.21,light rain
465,Abaza,RU,52.66,90.09,67.21,46,2,5.53,clear sky
466,Del Rio,US,29.36,-100.9,98.6,27,1,6.93,clear sky
467,Ngorongoro,TZ,-3.24,35.49,50.67,100,98,6.46,overcast clouds
468,Mabaruma,GY,8.2,-59.78,76.05,90,0,2.39,clear sky
469,Upington,ZA,-28.45,21.26,37.4,27,0,2.24,clear sky
470,Bonavista,CA,48.65,-53.11,61.0,80,96,1.01,overcast clouds
471,Avera,US,33.19,-82.53,78.8,94,1,3.36,clear sky
472,Andenes,NO,69.31,16.12,46.4,81,47,3.36,scattered clouds
473,Sola,VU,-13.88,167.55,80.35,84,13,11.32,light rain
474,Arco,IT,45.92,10.89,70.0,93,90,2.24,fog
475,Launceston,AU,-41.45,147.17,57.99,53,1,13.87,clear sky
476,Mount Gambier,AU,-37.83,140.77,51.8,93,75,12.75,light intensity shower rain
477,Amarasti,RO,44.77,24.15,66.99,82,100,10.29,overcast clouds
478,Casma,CL,-41.01,-73.12,42.8,70,0,5.82,clear sky
479,Lexington,US,37.99,-84.48,69.8,60,1,9.17,clear sky
480,Bathsheba,BB,13.22,-59.52,82.4,83,40,10.29,scattered clouds
481,Tekanpur,IN,25.98,78.27,80.6,94,75,3.36,mist
482,Igarka,RU,67.47,86.58,61.25,71,100,7.85,overcast clouds
483,Buraydah,SA,26.33,43.98,80.6,21,16,4.7,few clouds
484,Kawalu,ID,-7.38,108.21,80.4,65,48,2.71,scattered clouds
485,Mirnyy,RU,62.54,113.96,48.2,87,0,4.47,clear sky
486,Santa Vitoria Do Palmar,BR,-33.52,-53.37,41.58,79,2,9.57,clear sky
487,Anisoc,GQ,1.87,10.77,70.92,94,91,0.89,overcast clouds
488,Pevek,RU,69.7,170.31,42.69,82,100,8.01,overcast clouds
489,Baruun-Urt,MN,46.68,113.28,61.75,45,0,5.97,clear sky
490,Port Lincoln,AU,-34.73,135.87,56.71,63,36,22.59,scattered clouds
491,Aban,RU,56.67,96.06,62.2,79,0,8.88,clear sky
492,Moron,AR,-34.65,-58.62,45.0,66,0,1.01,clear sky
493,Sangmelima,CM,2.93,11.98,69.6,93,92,4.27,overcast clouds
494,Komsomolskiy,UZ,40.43,71.72,69.8,60,0,4.27,clear sky
495,Bay Roberts,CA,47.6,-53.26,62.01,1,100,9.73,overcast clouds
496,Meadow Lake,US,34.8,-106.54,93.2,14,75,12.75,shower rain
497,Freeport,US,40.66,-73.58,71.6,78,1,3.53,clear sky
498,Luzhou,CN,28.87,105.44,79.18,71,81,3.29,broken clouds
499,Goure,NE,13.98,10.27,81.0,64,100,5.99,overcast clouds
500,Meulaboh,ID,4.14,96.13,82.76,72,99,1.79,overcast clouds
501,Petatlan,MX,17.52,-101.27,78.78,84,100,3.22,overcast clouds
502,Thunder Bay,CA,48.4,-89.32,62.01,100,90,4.0,thunderstorm with light rain
503,Metu,ET,8.3,35.58,57.38,98,100,2.17,overcast clouds
504,Itanhem,BR,-17.17,-40.33,67.48,91,6,5.46,clear sky
505,Mora,CM,11.05,14.14,74.01,81,100,5.75,overcast clouds
506,Randers,DK,56.47,10.05,61.0,74,100,1.01,overcast clouds
507,Charcas,MX,23.13,-101.12,66.7,57,100,10.89,overcast clouds
508,Barentu,ER,15.11,37.59,71.74,89,19,6.38,few clouds
509,Port Hedland,AU,-20.32,118.57,78.8,14,0,18.34,clear sky
510,Sadalgi,IN,16.57,74.55,72.99,87,100,12.1,overcast clouds
511,Atamanovka,RU,51.93,113.63,62.6,59,0,2.24,clear sky
512,Caravelas,BR,-17.71,-39.25,72.23,87,1,7.81,clear sky
513,Maragogi,BR,-9.01,-35.22,73.11,84,100,4.45,overcast clouds
514,Piopio,NZ,-38.47,175.02,60.01,83,100,1.01,moderate rain
515,Villeta,CO,5.01,-74.47,57.2,87,40,2.24,scattered clouds
516,Calabozo,VE,8.92,-67.43,76.5,93,98,3.8,light rain
517,Saint Anthony,US,45.02,-93.22,77.0,61,40,9.17,scattered clouds
518,Svetlogorsk,BY,52.63,29.73,60.06,95,100,8.75,overcast clouds
519,Sabang,ID,5.89,95.32,82.33,76,99,6.08,overcast clouds
520,Kangaatsiaq,GL,68.31,-53.46,47.3,79,0,14.63,clear sky
521,Atikokan,CA,48.76,-91.62,65.82,87,28,1.19,light rain
522,Naze,JP,28.37,129.48,91.4,70,20,9.17,few clouds
523,Camocim,BR,-2.9,-40.84,76.12,80,56,12.08,broken clouds
524,Sabalgarh,IN,26.25,77.4,83.64,79,97,1.97,moderate rain
525,Kalulushi,ZM,-12.84,28.09,57.51,46,0,3.8,clear sky
526,Igrim,RU,63.19,64.42,53.98,95,100,11.05,light rain
527,Bubaque,GW,11.28,-15.83,81.27,84,88,6.64,light rain
528,Sidhpura,IN,27.63,78.88,82.62,78,100,9.01,overcast clouds
529,Boshan,CN,36.48,117.83,68.31,93,100,12.84,moderate rain
530,Abdulino,RU,53.7,53.67,45.48,89,11,10.16,few clouds
531,Ust-Tsilma,RU,65.44,52.15,54.55,89,100,8.14,overcast clouds
532,Belyy Yar,RU,53.6,91.39,59.0,82,11,4.47,few clouds
533,Bilibino,RU,68.05,166.44,46.44,86,100,1.12,light rain
534,Heyang,CN,26.1,107.47,76.39,77,44,5.19,light rain
535,At-Bashi,KG,41.17,75.81,57.78,46,3,1.01,clear sky
536,Gat,IL,31.61,34.76,73.0,40,0,1.99,clear sky
537,Walvis Bay,NA,-22.96,14.51,62.6,27,0,3.36,clear sky
538,Havelock,US,34.88,-76.9,77.0,88,75,3.36,broken clouds
539,Nizhnevartovsk,RU,60.93,76.55,55.4,93,39,6.71,scattered clouds
540,Port Augusta,AU,-32.5,137.77,59.0,62,75,14.99,broken clouds
541,Dawei,MM,14.08,98.2,83.79,69,69,2.39,light rain
542,Saint-Leu,RE,-21.15,55.28,69.01,68,90,3.36,overcast clouds
543,Imeni Zhelyabova,RU,58.95,36.6,46.89,87,0,2.46,clear sky
544,Pucallpa,PE,-8.38,-74.55,80.91,69,96,2.04,light rain
545,Thinadhoo,MV,0.53,72.93,83.41,62,77,2.55,broken clouds
546,Sepuka,TZ,-4.75,34.53,61.23,75,80,12.15,broken clouds
547,Traiguen,CL,-38.25,-72.68,36.27,85,0,6.58,clear sky
548,Muyezerskiy,RU,63.93,31.65,52.02,78,1,8.97,clear sky
549,Tateyama,JP,34.98,139.87,93.0,74,20,11.41,few clouds
550,Peniche,PT,39.36,-9.38,72.0,91,30,15.01,scattered clouds
551,Redlands,US,34.06,-117.18,98.6,27,40,11.41,haze
552,Ciudad Bolivar,VE,8.12,-63.55,80.69,73,90,8.7,overcast clouds
553,Collipulli,CL,-37.95,-72.43,35.33,88,0,5.66,clear sky
554,Margate,GB,51.38,1.39,68.0,99,99,1.99,overcast clouds
555,Morehead,US,37.27,-87.18,71.6,77,1,8.23,clear sky
556,Tabon,PH,9.24,117.99,81.91,78,100,6.96,moderate rain
557,Nishihara,JP,26.18,127.76,89.6,66,40,8.05,scattered clouds
558,Bonthe,SL,7.53,-12.51,75.49,92,100,11.86,moderate rain
559,Madimba,TZ,-10.4,40.33,71.82,86,46,1.36,light rain
560,Chengde,CN,40.97,117.94,68.31,64,100,2.55,overcast clouds
561,Talara,PE,-4.58,-81.27,61.75,84,99,18.41,overcast clouds
562,Kanniyakumari,IN,8.08,77.57,80.06,79,100,18.95,overcast clouds
563,Vao,NC,-22.67,167.48,71.46,80,0,21.36,clear sky
564,Leshukonskoye,RU,64.9,45.76,40.75,89,6,5.1,clear sky
565,Tura,IN,25.52,90.22,73.96,94,99,5.75,light rain
566,Da Lat,VN,11.95,108.44,62.94,85,100,2.42,overcast clouds
567,Santa Cruz,BO,-17.8,-63.17,60.8,87,90,28.86,thunderstorm with light rain
568,Manokwari,ID,-0.87,134.08,82.6,70,84,8.75,light rain
569,Najran,SA,17.49,44.13,80.6,24,29,4.7,scattered clouds
570,Russell,US,32.35,-85.2,80.6,88,40,3.36,scattered clouds
571,Manaure,CO,11.78,-72.44,83.73,77,99,1.28,light rain
572,Santa Fe,AR,-31.63,-60.7,46.99,38,10,10.0,clear sky
573,Chernyshevskiy,RU,63.01,112.47,59.86,56,0,8.77,clear sky
574,Bugama,NG,4.73,6.86,77.0,94,75,3.36,broken clouds
575,Manuk Mangkaw,PH,4.8,119.85,84.31,67,5,7.65,clear sky
576,Ixtapa,MX,20.7,-105.2,84.2,74,90,3.36,overcast clouds
577,Saint-Augustin,CA,51.23,-58.65,57.85,95,68,5.99,light rain
578,Ostrovnoy,RU,68.05,39.51,49.37,74,62,12.93,broken clouds
579,Peleduy,RU,59.63,112.74,72.36,34,0,2.91,clear sky
580,Ilebo,CD,-4.32,20.58,72.79,79,100,1.03,light rain
581,Ust-Ishim,RU,57.69,71.17,52.56,96,100,5.59,overcast clouds
582,Simbahan,PH,6.3,120.58,83.97,70,20,7.16,few clouds
583,Broken Hill,AU,-31.95,141.43,55.4,54,40,19.46,scattered clouds
584,Meiganga,CM,6.52,14.3,66.25,97,100,4.68,moderate rain
585,La Palma,US,33.85,-118.05,91.4,41,1,3.36,clear sky
586,Pokhara,NP,28.23,83.98,71.74,85,100,4.85,moderate rain
587,Long,TH,18.08,99.83,77.0,88,20,2.24,few clouds
588,San Cristobal,VE,7.77,-72.22,67.26,92,99,2.3,overcast clouds
589,Cozumel,MX,20.51,-86.95,84.0,88,40,3.36,scattered clouds
590,Cabatuan,PH,10.88,122.49,78.78,87,100,4.61,overcast clouds
591,Hirapur,IN,21.53,79.77,76.14,93,93,3.76,light rain
592,Enshi,CN,30.3,109.48,80.51,77,69,1.43,light rain
593,Ayan,RU,56.45,138.17,63.1,51,100,14.29,overcast clouds
594,Santiago,CL,-33.46,-70.65,52.0,71,0,8.05,clear sky
595,Sept-Iles,CA,50.2,-66.38,62.01,82,90,10.29,overcast clouds
596,Swakopmund,NA,-22.68,14.53,62.6,27,0,3.36,clear sky
597,Nuevitas,CU,21.55,-77.26,77.0,94,2,4.7,light rain
598,Sabha,LY,27.04,14.43,85.35,21,0,8.7,clear sky
599,Lethem,GY,3.38,-59.8,77.76,81,100,3.83,overcast clouds
600,Arnstadt,DE,50.83,10.95,64.99,68,62,9.17,broken clouds
601,Bahia Blanca,AR,-38.72,-62.27,38.55,75,3,5.23,clear sky
602,San Quintin,MX,30.48,-115.95,77.41,66,19,12.08,few clouds
603,Sambava,MG,-14.27,50.17,66.96,85,99,8.34,light rain
604,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,79.07,67,7,3.33,clear sky
605,Qandala,SO,11.47,49.87,87.71,54,21,11.05,few clouds
606,Morondava,MG,-20.28,44.28,68.14,63,0,9.53,clear sky
607,Torata,PE,-17.08,-70.84,49.71,50,11,1.81,few clouds
608,Shunyi,CN,40.12,116.65,82.0,83,100,2.24,overcast clouds
609,Bonham,US,33.58,-96.18,82.0,65,1,4.07,clear sky
610,Mingguang,CN,32.78,117.96,84.43,77,30,7.11,scattered clouds
611,Yaan,NG,7.38,8.57,72.73,97,100,6.98,overcast clouds
612,Guangyuan,CN,32.44,105.82,78.01,76,67,1.01,broken clouds
613,Kalaleh,IR,37.38,55.49,77.0,88,0,2.44,clear sky
614,Pringsewu,ID,-5.36,104.97,80.73,78,88,3.74,overcast clouds
615,Panguna,PG,-6.32,155.48,78.73,80,44,1.68,moderate rain
616,Bezhanitsy,RU,56.98,29.89,51.64,94,0,3.89,clear sky
617,Glarus,CH,47.04,9.07,69.01,55,100,5.01,overcast clouds
618,Lyubinskiy,RU,55.15,72.69,50.0,81,75,11.18,broken clouds
619,Shirgaon,IN,19.7,72.7,80.8,85,100,15.19,moderate rain
620,Ligayan,PH,4.65,119.47,84.51,69,20,8.37,few clouds
621,Atasu,KZ,48.68,71.64,58.51,44,86,6.78,overcast clouds
622,Totolapan,MX,18.52,-96.18,84.99,78,20,3.36,few clouds
623,Petropavl,KZ,54.88,69.16,50.0,93,90,13.42,light intensity shower rain
624,Fukue,JP,32.69,128.84,87.8,74,20,2.24,few clouds
625,Huicheng,CN,23.04,116.29,84.2,83,40,2.24,scattered clouds
626,Rommerskirchen,DE,51.03,6.7,71.01,76,100,1.99,overcast clouds
627,Calbuco,CL,-41.77,-73.13,39.2,86,44,6.93,scattered clouds
628,Jalu,LY,29.03,21.55,76.59,61,0,9.78,clear sky
629,Zuwarah,LY,32.93,12.08,80.19,68,0,7.47,clear sky
630,Pisco,PE,-13.7,-76.22,62.6,77,29,12.75,scattered clouds
631,Pingliang,CN,35.54,106.69,63.97,77,100,9.37,overcast clouds
632,Andros Town,BS,24.7,-77.77,77.0,94,90,17.22,thunderstorm with heavy rain
633,Carnot,CF,4.94,15.87,70.81,93,100,1.88,light rain
634,Voznesenye,RU,61.01,35.48,53.19,78,63,6.4,broken clouds
635,Mezen,RU,65.85,44.24,42.84,83,0,5.03,clear sky
636,Blackwater,AU,-23.58,148.88,73.83,21,0,10.92,clear sky
637,Bulgan,MN,48.81,103.53,67.05,67,53,1.59,broken clouds
638,Srednekolymsk,RU,67.45,153.68,46.22,57,88,8.88,overcast clouds
639,Lamar,US,33.67,-95.58,80.6,57,1,4.7,clear sky
640,Kondinskoye,RU,59.65,67.41,53.51,87,0,4.88,clear sky
641,Pochutla,MX,15.74,-96.47,79.0,92,64,4.54,light rain
642,Dickson,US,36.08,-87.39,71.01,88,75,6.93,broken clouds
643,Naifaru,MV,5.44,73.37,82.58,70,100,9.55,overcast clouds
644,Nova Friburgo,BR,-22.28,-42.53,62.47,88,11,2.35,few clouds
645,Tortoli,IT,39.93,9.66,75.2,100,5,12.75,clear sky
646,Erenhot,CN,43.65,111.98,65.91,49,0,11.18,clear sky
647,Whitecourt,CA,54.15,-115.69,71.6,49,40,5.82,scattered clouds
648,Sorong,ID,-0.88,131.25,81.57,78,69,9.17,light rain
649,Norsup,VU,-16.07,167.38,82.4,83,75,9.17,broken clouds
650,Winnemucca,US,40.97,-117.74,95.0,12,1,12.75,haze
651,Tigil,RU,57.8,158.67,53.58,92,100,13.06,light rain
652,Carutapera,BR,-1.2,-46.02,77.85,83,100,8.19,overcast clouds
653,Candiis,PH,8.97,125.18,85.5,63,50,3.69,scattered clouds
654,Karasburg,NA,-28.02,18.75,42.87,46,0,9.37,clear sky
655,Toktogul,KG,41.87,72.94,67.96,51,0,0.54,clear sky
656,Khasan,RU,42.43,130.64,62.22,81,100,11.1,light rain
657,Yining,CN,29.04,114.56,90.46,64,16,0.25,light rain
658,Plettenberg Bay,ZA,-34.05,23.37,52.32,54,57,6.02,broken clouds
659,Singaraja,ID,-8.11,115.09,83.26,62,18,1.86,few clouds
660,Praia,CV,14.92,-23.51,78.8,74,20,12.75,few clouds
661,Sioux Lookout,CA,50.1,-91.92,64.4,93,75,2.24,broken clouds
662,Coari,BR,-4.08,-63.14,80.73,56,3,1.88,clear sky
663,Guarapari,BR,-20.67,-40.5,77.0,76,5,14.85,clear sky
664,Kieta,PG,-6.22,155.63,83.48,71,4,4.12,moderate rain
665,Kavaratti,IN,10.57,72.64,82.15,77,100,12.75,light rain
666,Bilma,NE,18.69,12.92,90.09,14,49,4.43,scattered clouds
667,Naryan-Mar,RU,67.67,53.09,52.5,92,100,11.27,overcast clouds
668,Acapulco,MX,16.86,-99.89,84.2,79,90,8.05,overcast clouds
669,Changde,CN,29.05,111.68,82.27,86,94,10.38,overcast clouds
670,Dicabisagan,PH,17.08,122.42,83.26,77,100,8.57,moderate rain
671,Cap Malheureux,MU,-19.98,57.61,68.0,67,7,1.99,clear sky
672,Suruc,TR,36.98,38.42,73.4,49,0,8.05,clear sky
673,Biak,ID,-0.91,122.88,81.54,64,28,6.38,scattered clouds
674,San Juan,AR,-31.54,-68.54,41.13,59,0,4.21,clear sky
675,Gambela,ET,8.25,34.58,70.02,93,100,3.38,moderate rain
676,Smolenskoye,RU,52.3,85.08,70.3,35,0,9.64,clear sky
677,Nisia Floresta,BR,-6.09,-35.21,73.4,88,85,5.82,overcast clouds
678,Goderich,CA,43.75,-81.72,59.0,83,16,1.01,few clouds
679,Dobrusevo,MK,41.17,21.48,58.59,81,0,3.51,clear sky
680,Ouesso,CG,1.61,16.05,71.1,96,93,2.26,overcast clouds
681,Jacala,MX,21.02,-99.18,61.39,100,99,2.24,overcast clouds
682,Yei,SS,4.09,30.68,64.35,94,22,1.23,few clouds
683,Westport,US,41.14,-73.36,68.0,82,40,6.29,scattered clouds
684,Dinga,PK,32.64,73.72,77.0,94,90,4.7,thunderstorm with rain
685,Samarai,PG,-10.62,150.67,77.47,69,0,6.71,clear sky
686,Maldonado,UY,-34.67,-54.92,46.4,61,40,19.46,scattered clouds
687,Chicama,PE,-7.84,-79.15,59.52,85,100,5.08,overcast clouds
688,Puerto Leguizamo,CO,-0.19,-74.78,75.43,89,100,1.9,overcast clouds
689,Kamaishi,JP,39.27,141.88,87.8,55,20,4.7,few clouds
690,Sinazongwe,ZM,-17.26,27.46,67.21,34,10,10.31,clear sky
691,Jalalabad,AF,34.43,70.45,84.2,62,75,4.63,broken clouds
692,Sarangani,PH,5.4,125.46,83.75,73,100,10.09,light rain
693,Beatrice,US,40.27,-96.75,73.4,64,1,6.93,clear sky
694,Rafraf,TN,37.19,10.18,73.4,83,20,2.24,few clouds
695,Ploemeur,FR,47.73,-3.43,63.0,88,90,8.05,overcast clouds
696,Manhumirim,BR,-20.36,-41.96,62.94,83,0,3.0,clear sky
697,Kanigoro,ID,-8.13,112.22,83.1,59,7,5.79,clear sky
698,Baglan,AF,36.13,68.71,73.6,30,0,0.65,clear sky
699,Rabo De Peixe,PT,37.8,-25.58,64.4,77,40,4.7,scattered clouds
700,Toccoa,US,34.58,-83.33,73.4,78,1,3.83,clear sky
701,Miramar,US,25.99,-80.23,80.6,83,1,4.7,clear sky
702,Abbeville,FR,50.1,1.83,70.0,77,86,9.33,overcast clouds
703,Neuquen,AR,-38.95,-68.06,37.4,64,0,5.35,clear sky
704,Puteyets,RU,65.17,57.09,53.96,92,64,8.7,broken clouds
705,Roura,GF,4.73,-52.33,77.0,100,4,3.58,clear sky
706,Petrov Val,RU,50.14,45.21,58.33,68,74,11.52,broken clouds
707,Karasjok,NO,69.47,25.51,51.8,87,100,9.17,overcast clouds
708,Yamada,JP,39.47,141.95,87.1,50,0,3.27,clear sky
709,Hof,DE,50.32,11.92,59.0,80,100,1.01,overcast clouds
710,Kelo,TD,9.31,15.81,71.96,95,100,3.71,overcast clouds
711,Vila,PT,42.03,-8.16,66.0,95,98,5.01,light rain
712,Gasa,PS,31.5,34.47,73.0,40,0,1.99,clear sky
713,Ejutla De Crespo,MX,16.57,-96.73,71.6,68,75,3.36,broken clouds
714,Bururi,BI,-3.85,29.63,63.77,55,100,1.07,overcast clouds
715,Medina,SA,24.47,39.61,91.4,21,64,6.93,broken clouds
716,Gazli,UZ,40.13,63.45,69.89,30,0,5.77,clear sky
717,Wewak,PG,-3.55,143.63,85.53,60,0,6.38,clear sky
718,Kampong Thum,KH,12.71,104.89,81.79,78,100,4.12,overcast clouds
